icd_code,category,subcategory,description
587,Diseases Of The Genitourinary System,"Nephritis, Nephrotic Syndrome, And Nephrosis","Renal Sclerosis, Unspecified"
588,Diseases Of The Genitourinary System,"Nephritis, Nephrotic Syndrome, And Nephrosis",Disorders Resulting From Impaired Renal Function
589,Diseases Of The Genitourinary System,"Nephritis, Nephrotic Syndrome, And Nephrosis",Small Kidney Of Unknown Cause
590,Diseases Of The Genitourinary System,Other Diseases Of Urinary System,Infections Of Kidney
591,Diseases Of The Genitourinary System,Other Diseases Of Urinary System,Hydronephrosis
592,Diseases Of The Genitourinary System,Other Diseases Of Urinary System,Calculus Of Kidney And Ureter
593,Diseases Of The Genitourinary System,Other Diseases Of Urinary System,Other Disorders Of Kidney And Ureter
594,Diseases Of The Genitourinary System,Other Diseases Of Urinary System,Calculus Of Lower Urinary Tract
595,Diseases Of The Genitourinary System,Other Diseases Of Urinary System,Cystitis
596,Diseases Of The Genitourinary System,Other Diseases Of Urinary System,Other Disorders Of Bladder
597,Diseases Of The Genitourinary System,Other Diseases Of Urinary System,"Urethritis, Not Sexually Transmitted, And Urethral Syndrome"
598,Diseases Of The Genitourinary System,Other Diseases Of Urinary System,Urethral Stricture
599,Diseases Of The Genitourinary System,Other Diseases Of Urinary System,Other Disorders Of Urethra And Urinary Tract
600,Diseases Of The Genitourinary System,Diseases Of Male Genital Organs,Hyperplasia Of Prostate
601,Diseases Of The Genitourinary System,Diseases Of Male Genital Organs,Inflammatory Diseases Of Prostate
602,Diseases Of The Genitourinary System,Diseases Of Male Genital Organs,Other Disorders Of Prostate
603,Diseases Of The Genitourinary System,Diseases Of Male Genital Organs,Hydrocele
604,Diseases Of The Genitourinary System,Diseases Of Male Genital Organs,Orchitis And Epididymitis
605,Diseases Of The Genitourinary System,Diseases Of Male Genital Organs,Redundant Prepuce And Phimosis
606,Diseases Of The Genitourinary System,Diseases Of Male Genital Organs,"Infertility, Male"
607,Diseases Of The Genitourinary System,Diseases Of Male Genital Organs,Disorders Of Penis
608,Diseases Of The Genitourinary System,Diseases Of Male Genital Organs,Other Disorders Of Male Genital Organs
610,Diseases Of The Genitourinary System,Disorders Of Breast,Benign Mammary Dysplasias
611,Diseases Of The Genitourinary System,Disorders Of Breast,Other Disorders Of Breast
612,Diseases Of The Genitourinary System,Disorders Of Breast,Deformity And Disproportion Of Reconstructed Breast
614,Diseases Of The Genitourinary System,Inflammatory Disease Of Female Pelvic Organs,"Inflammatory Disease Of Ovary, Fallopian Tube, Pelvic Cellular Tissue, And Peritoneum"
615,Diseases Of The Genitourinary System,Inflammatory Disease Of Female Pelvic Organs,"Inflammatory Diseases Of Uterus, Except Cervix"
616,Diseases Of The Genitourinary System,Inflammatory Disease Of Female Pelvic Organs,"Inflammatory Disease Of Cervix, Vagina, And Vulva"
617,Diseases Of The Genitourinary System,Other Disorders Of Female Genital Tract,Endometriosis
618,Diseases Of The Genitourinary System,Other Disorders Of Female Genital Tract,Genital Prolapse
619,Diseases Of The Genitourinary System,Other Disorders Of Female Genital Tract,Fistula Involving Female Genital Tract
620,Diseases Of The Genitourinary System,Other Disorders Of Female Genital Tract,"Noninflammatory Disorders Of Ovary, Fallopian Tube, And Broad Ligament"
621,Diseases Of The Genitourinary System,Other Disorders Of Female Genital Tract,"Disorders Of Uterus, Not Elsewhere Classified"
622,Diseases Of The Genitourinary System,Other Disorders Of Female Genital Tract,Noninflammatory Disorders Of Cervix
623,Diseases Of The Genitourinary System,Other Disorders Of Female Genital Tract,Noninflammatory Disorders Of Vagina
624,Diseases Of The Genitourinary System,Other Disorders Of Female Genital Tract,Noninflammatory Disorders Of Vulva And Perineum
625,Diseases Of The Genitourinary System,Other Disorders Of Female Genital Tract,Pain And Other Symptoms Associated With Female Genital Organs
626,Diseases Of The Genitourinary System,Other Disorders Of Female Genital Tract,Disorders Of Menstruation And Other Abnormal Bleeding From Female Genital Tract
627,Diseases Of The Genitourinary System,Other Disorders Of Female Genital Tract,Menopausal And Postmenopausal Disorders
628,Diseases Of The Genitourinary System,Other Disorders Of Female Genital Tract,"Infertility, Female"
629,Diseases Of The Genitourinary System,Other Disorders Of Female Genital Tract,Other Disorders Of Female Genital Organs
630,"Complications Of Pregnancy, Childbirth, And The Puerperium",Ectopic And Molar Pregnancy And Other Pregnancy With Abortive Outcome,Hydatidiform Mole
631,"Complications Of Pregnancy, Childbirth, And The Puerperium",Ectopic And Molar Pregnancy And Other Pregnancy With Abortive Outcome,Other Abnormal Product Of Conception
632,"Complications Of Pregnancy, Childbirth, And The Puerperium",Ectopic And Molar Pregnancy And Other Pregnancy With Abortive Outcome,Missed Abortion
633,"Complications Of Pregnancy, Childbirth, And The Puerperium",Ectopic And Molar Pregnancy And Other Pregnancy With Abortive Outcome,Ectopic Pregnancy
634,"Complications Of Pregnancy, Childbirth, And The Puerperium",Ectopic And Molar Pregnancy And Other Pregnancy With Abortive Outcome,Spontaneous Abortion
635,"Complications Of Pregnancy, Childbirth, And The Puerperium",Ectopic And Molar Pregnancy And Other Pregnancy With Abortive Outcome,Legally Induced Abortion
636,"Complications Of Pregnancy, Childbirth, And The Puerperium",Ectopic And Molar Pregnancy And Other Pregnancy With Abortive Outcome,Illegally Induced Abortion
637,"Complications Of Pregnancy, Childbirth, And The Puerperium",Ectopic And Molar Pregnancy And Other Pregnancy With Abortive Outcome,Unspecified Abortion
638,"Complications Of Pregnancy, Childbirth, And The Puerperium",Ectopic And Molar Pregnancy And Other Pregnancy With Abortive Outcome,Failed Attempted Abortion
639,"Complications Of Pregnancy, Childbirth, And The Puerperium",Ectopic And Molar Pregnancy And Other Pregnancy With Abortive Outcome,Complications Following Abortion And Ectopic And Molar Pregnancies
640,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Mainly Related To Pregnancy,Hemorrhage In Early Pregnancy
641,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Mainly Related To Pregnancy,"Antepartum Hemorrhage, Abruptio Placentae, And Placenta Previa"
642,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Mainly Related To Pregnancy,"Hypertension Complicating Pregnancy, Childbirth, And The Puerperium"
643,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Mainly Related To Pregnancy,Excessive Vomiting In Pregnancy
644,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Mainly Related To Pregnancy,Early Or Threatened Labor
645,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Mainly Related To Pregnancy,Prolonged Pregnancy
646,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Mainly Related To Pregnancy,"Other Complications Of Pregnancy, Not Elsewhere Classified"
647,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Mainly Related To Pregnancy,"Infective And Parasitic Conditions In The Mother Classifiable Elsewhere But Complicating Pregnancy, Childbirth, And The Puerperium"
648,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Mainly Related To Pregnancy,"Other Current Conditions In The Mother Classifiable Elsewhere But Complicating Pregnancy, Childbirth, And The Puerperium"
649,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Mainly Related To Pregnancy,"Other Conditions Or Status Of The Mother Complicating Pregnancy, Childbirth, Or The Puerperium"
650,"Complications Of Pregnancy, Childbirth, And The Puerperium","Normal Delivery, And Other Indications For Care In Pregnancy, Labor, And Delivery",Normal Delivery
651,"Complications Of Pregnancy, Childbirth, And The Puerperium","Normal Delivery, And Other Indications For Care In Pregnancy, Labor, And Delivery",Multiple Gestation
652,"Complications Of Pregnancy, Childbirth, And The Puerperium","Normal Delivery, And Other Indications For Care In Pregnancy, Labor, And Delivery",Malposition And Malpresentation Of Fetus
653,"Complications Of Pregnancy, Childbirth, And The Puerperium","Normal Delivery, And Other Indications For Care In Pregnancy, Labor, And Delivery",Disproportion
654,"Complications Of Pregnancy, Childbirth, And The Puerperium","Normal Delivery, And Other Indications For Care In Pregnancy, Labor, And Delivery",Abnormality Of Organs And Soft Tissues Of Pelvis
655,"Complications Of Pregnancy, Childbirth, And The Puerperium","Normal Delivery, And Other Indications For Care In Pregnancy, Labor, And Delivery",Known Or Suspected Fetal Abnormality Affecting Management Of Mother
656,"Complications Of Pregnancy, Childbirth, And The Puerperium","Normal Delivery, And Other Indications For Care In Pregnancy, Labor, And Delivery",Other Fetal And Placental Problems Affecting Management Of Mother
657,"Complications Of Pregnancy, Childbirth, And The Puerperium","Normal Delivery, And Other Indications For Care In Pregnancy, Labor, And Delivery",Polyhydramnios
658,"Complications Of Pregnancy, Childbirth, And The Puerperium","Normal Delivery, And Other Indications For Care In Pregnancy, Labor, And Delivery",Other Problems Associated With Amniotic Cavity And Membranes
659,"Complications Of Pregnancy, Childbirth, And The Puerperium","Normal Delivery, And Other Indications For Care In Pregnancy, Labor, And Delivery",Other Indications For Care Or Intervention Related To Labor And Delivery And Not Elsewhere Classified
660,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Occurring Mainly In The Course Of Labor And Delivery,Obstructed Labor
661,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Occurring Mainly In The Course Of Labor And Delivery,Abnormality Of Forces Of Labor
662,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Occurring Mainly In The Course Of Labor And Delivery,Long Labor
663,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Occurring Mainly In The Course Of Labor And Delivery,Umbilical Cord Complications
664,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Occurring Mainly In The Course Of Labor And Delivery,Trauma To Perineum And Vulva During Delivery
665,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Occurring Mainly In The Course Of Labor And Delivery,Other Obstetrical Trauma
666,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Occurring Mainly In The Course Of Labor And Delivery,Postpartum Hemorrhage
667,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Occurring Mainly In The Course Of Labor And Delivery,"Retained Placenta Or Membranes, Without Hemorrhage"
668,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Occurring Mainly In The Course Of Labor And Delivery,Complications Of The Administration Of Anesthetic Or Other Sedation In Labor And Delivery
669,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Occurring Mainly In The Course Of Labor And Delivery,"Other Complications Of Labor And Delivery, Not Elsewhere Classified"
670,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Of The Puerperium,Major Puerperal Infection
671,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Of The Puerperium,Venous Complications In Pregnancy And The Puerperium
672,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Of The Puerperium,Pyrexia Of Unknown Origin During The Puerperium
673,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Of The Puerperium,Obstetrical Pulmonary Embolism
674,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Of The Puerperium,"Other And Unspecified Complications Of The Puerperium, Not Elsewhere Classified"
675,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Of The Puerperium,Infections Of The Breast And Nipple Associated With Childbirth
676,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Of The Puerperium,"Other Disorders Of The Breast Associated With Childbirth, And Disorders Of Lactation"
677,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complications Of The Puerperium,"Late Effect Of Complication Of Pregnancy, Childbirth, And The Puerperium"
678,"Complications Of Pregnancy, Childbirth, And The Puerperium",Other Maternal And Fetal Complications,Other Fetal Conditions
679,"Complications Of Pregnancy, Childbirth, And The Puerperium",Other Maternal And Fetal Complications,Complications Of In Utero Procedures
680,Diseases Of The Skin And Subcutaneous Tissue,Infections Of Skin And Subcutaneous Tissue,Carbuncle And Furuncle
681,Diseases Of The Skin And Subcutaneous Tissue,Infections Of Skin And Subcutaneous Tissue,Cellulitis And Abscess Of Finger And Toe
682,Diseases Of The Skin And Subcutaneous Tissue,Infections Of Skin And Subcutaneous Tissue,Other Cellulitis And Abscess
683,Diseases Of The Skin And Subcutaneous Tissue,Infections Of Skin And Subcutaneous Tissue,Acute Lymphadenitis
684,Diseases Of The Skin And Subcutaneous Tissue,Infections Of Skin And Subcutaneous Tissue,Impetigo
685,Diseases Of The Skin And Subcutaneous Tissue,Infections Of Skin And Subcutaneous Tissue,Pilonidal Cyst
686,Diseases Of The Skin And Subcutaneous Tissue,Infections Of Skin And Subcutaneous Tissue,Other Local Infections Of Skin And Subcutaneous Tissue
690,Diseases Of The Skin And Subcutaneous Tissue,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Erythematosquamous Dermatosis
691,Diseases Of The Skin And Subcutaneous Tissue,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Atopic Dermatitis And Related Conditions
692,Diseases Of The Skin And Subcutaneous Tissue,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Contact Dermatitis And Other Eczema
693,Diseases Of The Skin And Subcutaneous Tissue,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Dermatitis Due To Substances Taken Internally
694,Diseases Of The Skin And Subcutaneous Tissue,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Bullous Dermatoses
695,Diseases Of The Skin And Subcutaneous Tissue,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Erythematous Conditions
696,Diseases Of The Skin And Subcutaneous Tissue,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Psoriasis And Similar Disorders
697,Diseases Of The Skin And Subcutaneous Tissue,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Lichen
698,Diseases Of The Skin And Subcutaneous Tissue,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,Pruritus And Related Conditions
700,Diseases Of The Skin And Subcutaneous Tissue,Other Diseases Of Skin And Subcutaneous Tissue,Corns And Callosities
701,Diseases Of The Skin And Subcutaneous Tissue,Other Diseases Of Skin And Subcutaneous Tissue,Other Hypertrophic And Atrophic Conditions Of Skin
702,Diseases Of The Skin And Subcutaneous Tissue,Other Diseases Of Skin And Subcutaneous Tissue,Other Dermatoses
703,Diseases Of The Skin And Subcutaneous Tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of Nail
704,Diseases Of The Skin And Subcutaneous Tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of Hair And Hair Follicles
705,Diseases Of The Skin And Subcutaneous Tissue,Other Diseases Of Skin And Subcutaneous Tissue,Disorders Of Sweat Glands
706,Diseases Of The Skin And Subcutaneous Tissue,Other Diseases Of Skin And Subcutaneous Tissue,Diseases Of Sebaceous Glands
707,Diseases Of The Skin And Subcutaneous Tissue,Other Diseases Of Skin And Subcutaneous Tissue,Chronic Ulcer Of Skin
708,Diseases Of The Skin And Subcutaneous Tissue,Other Diseases Of Skin And Subcutaneous Tissue,Urticaria
709,Diseases Of The Skin And Subcutaneous Tissue,Other Diseases Of Skin And Subcutaneous Tissue,Other Disorders Of Skin And Subcutaneous Tissue
710,Diseases Of The Musculoskeletal System And Connective Tissue,Arthropathies And Related Disorders,Diffuse Diseases Of Connective Tissue
711,Diseases Of The Musculoskeletal System And Connective Tissue,Arthropathies And Related Disorders,Arthropathy Associated With Infections
712,Diseases Of The Musculoskeletal System And Connective Tissue,Arthropathies And Related Disorders,Crystal Arthropathies
713,Diseases Of The Musculoskeletal System And Connective Tissue,Arthropathies And Related Disorders,Arthropathy Associated With Other Disorders Classified Elsewhere
714,Diseases Of The Musculoskeletal System And Connective Tissue,Arthropathies And Related Disorders,Rheumatoid Arthritis And Other Inflammatory Polyarthropathies
715,Diseases Of The Musculoskeletal System And Connective Tissue,Arthropathies And Related Disorders,Osteoarthrosis And Allied Disorders
716,Diseases Of The Musculoskeletal System And Connective Tissue,Arthropathies And Related Disorders,Other And Unspecified Arthropathies
717,Diseases Of The Musculoskeletal System And Connective Tissue,Arthropathies And Related Disorders,Internal Derangement Of Knee
718,Diseases Of The Musculoskeletal System And Connective Tissue,Arthropathies And Related Disorders,Other Derangement Of Joint
719,Diseases Of The Musculoskeletal System And Connective Tissue,Arthropathies And Related Disorders,Other And Unspecified Disorder Of Joint
720,Diseases Of The Musculoskeletal System And Connective Tissue,Dorsopathies,Ankylosing Spondylitis And Other Inflammatory Spondylopathies
721,Diseases Of The Musculoskeletal System And Connective Tissue,Dorsopathies,Spondylosis And Allied Disorders
722,Diseases Of The Musculoskeletal System And Connective Tissue,Dorsopathies,Intervertebral Disc Disorders
723,Diseases Of The Musculoskeletal System And Connective Tissue,Dorsopathies,Other Disorders Of Cervical Region
724,Diseases Of The Musculoskeletal System And Connective Tissue,Dorsopathies,Other And Unspecified Disorders Of Back
725,Diseases Of The Musculoskeletal System And Connective Tissue,"Rheumatism, Excluding The Back",Polymyalgia Rheumatica
726,Diseases Of The Musculoskeletal System And Connective Tissue,"Rheumatism, Excluding The Back",Peripheral Enthesopathies And Allied Syndromes
727,Diseases Of The Musculoskeletal System And Connective Tissue,"Rheumatism, Excluding The Back","Other Disorders Of Synovium, Tendon, And Bursa"
728,Diseases Of The Musculoskeletal System And Connective Tissue,"Rheumatism, Excluding The Back","Disorders Of Muscle, Ligament, And Fascia"
729,Diseases Of The Musculoskeletal System And Connective Tissue,"Rheumatism, Excluding The Back",Other Disorders Of Soft Tissues
730,Diseases Of The Musculoskeletal System And Connective Tissue,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities","Osteomyelitis, Periostitis, And Other Infections Involving Bone"
731,Diseases Of The Musculoskeletal System And Connective Tissue,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Osteitis Deformans And Osteopathies Associated With Other Disorders Classified Elsewhere
732,Diseases Of The Musculoskeletal System And Connective Tissue,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Osteochondropathies
733,Diseases Of The Musculoskeletal System And Connective Tissue,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Other Disorders Of Bone And Cartilage
734,Diseases Of The Musculoskeletal System And Connective Tissue,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Flat Foot
735,Diseases Of The Musculoskeletal System And Connective Tissue,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Acquired Deformities Of Toe
736,Diseases Of The Musculoskeletal System And Connective Tissue,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Other Acquired Deformities Of Limbs
737,Diseases Of The Musculoskeletal System And Connective Tissue,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Curvature Of Spine
738,Diseases Of The Musculoskeletal System And Connective Tissue,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Other Acquired Deformity
739,Diseases Of The Musculoskeletal System And Connective Tissue,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities","Nonallopathic Lesions, Not Elsewhere Classified"
740,Congenital Anomalies,Congential Anomalies,Anencephalus And Similar Anomalies
741,Congenital Anomalies,Congential Anomalies,Spina Bifida
742,Congenital Anomalies,Congential Anomalies,Other Congenital Anomalies Of Nervous System
743,Congenital Anomalies,Congential Anomalies,Congenital Anomalies Of Eye
744,Congenital Anomalies,Congential Anomalies,"Congenital Anomalies Of Ear, Face, And Neck"
745,Congenital Anomalies,Congential Anomalies,Bulbus Cordis Anomalies And Anomalies Of Cardiac Septal Closure
746,Congenital Anomalies,Congential Anomalies,Other Congenital Anomalies Of Heart
747,Congenital Anomalies,Congential Anomalies,Other Congenital Anomalies Of Circulatory System
748,Congenital Anomalies,Congential Anomalies,Congenital Anomalies Of Respiratory System
749,Congenital Anomalies,Congential Anomalies,Cleft Palate And Cleft Lip
750,Congenital Anomalies,Congential Anomalies,Other Congenital Anomalies Of Upper Alimentary Tract
751,Congenital Anomalies,Congential Anomalies,Other Congenital Anomalies Of Digestive System
752,Congenital Anomalies,Congential Anomalies,Congenital Anomalies Of Genital Organs
753,Congenital Anomalies,Congential Anomalies,Congenital Anomalies Of Urinary System
754,Congenital Anomalies,Congential Anomalies,Certain Congenital Musculoskeletal Deformities
755,Congenital Anomalies,Congential Anomalies,Other Congenital Anomalies Of Limbs
756,Congenital Anomalies,Congential Anomalies,Other Congenital Musculoskeletal Anomalies
757,Congenital Anomalies,Congential Anomalies,Congenital Anomalies Of The Integument
758,Congenital Anomalies,Congential Anomalies,Chromosomal Anomalies
759,Congenital Anomalies,Congential Anomalies,Other And Unspecified Congenital Anomalies
760,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus Or Newborn Affected By Maternal Conditions Which May Be Unrelated To Present Pregnancy
761,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus Or Newborn Affected By Maternal Complications Of Pregnancy
762,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,"Fetus Or Newborn Affected By Complications Of Placenta, Cord, And Membranes"
763,Certain Conditions Originating In The Perinatal Period,Maternal Causes Of Perinatal Morbidity And Mortality,Fetus Or Newborn Affected By Other Complications Of Labor And Delivery
764,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Slow Fetal Growth And Fetal Malnutrition
765,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders Relating To Short Gestation And Unspecified Low Birthweight
766,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders Relating To Long Gestation And High Birthweight
767,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Birth Trauma
768,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Intrauterine Hypoxia And Birth Asphyxia
769,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Respiratory Distress Syndrome
770,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Other Respiratory Conditions Of Fetus And Newborn
771,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Infections Specific To The Perinatal Period
772,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Fetal And Neonatal Hemorrhage
773,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,"Hemolytic Disease Of Fetus Or Newborn, Due To Isoimmunization"
774,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Other Perinatal Jaundice
775,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Endocrine And Metabolic Disturbances Specific To The Fetus And Newborn
776,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Hematological Disorders Of Fetus And Newborn
777,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Perinatal Disorders Of Digestive System
778,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Conditions Involving The Integument And Temperature Regulation Of Fetus And Newborn
779,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Other And Ill-Defined Conditions Originating In The Perinatal Period
780,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,General Symptoms
781,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Symptoms Involving Nervous And Musculoskeletal Systems
782,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Symptoms Involving Skin And Other Integumentary Tissue
783,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,"Symptoms Concerning Nutrition, Metabolism, And Development"
784,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Symptoms Involving Head And Neck
785,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Symptoms Involving Cardiovascular System
786,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Symptoms Involving Respiratory System And Other Chest Symptoms
787,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Symptoms Involving Digestive System
788,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Symptoms Involving Urinary System
789,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other Symptoms Involving Abdomen And Pelvis
790,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific Findings On Examination Of Blood
791,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific Findings On Examination Of Urine
792,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific Abnormal Findings In Other Body Substances
793,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific Abnormal Findings On Radiological And Other Examination Of Body Structure
794,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific Abnormal Results Of Function Studies
795,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific Abnormal Histological And Immunological Findings
796,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Other Nonspecific Abnormal Findings
797,"Symptoms, Signs, And Ill-Defined Conditions",Ill-Defined And Unknown Causes Of Morbidity And Mortality,Senility Without Mention Of Psychosis
798,"Symptoms, Signs, And Ill-Defined Conditions",Ill-Defined And Unknown Causes Of Morbidity And Mortality,"Sudden Death, Cause Unknown"
799,"Symptoms, Signs, And Ill-Defined Conditions",Ill-Defined And Unknown Causes Of Morbidity And Mortality,Other Ill-Defined And Unknown Causes Of Morbidity And Mortality
800,Injury And Poisoning,Fracture Of Skull,Fracture Of Vault Of Skull
801,Injury And Poisoning,Fracture Of Skull,Fracture Of Base Of Skull
802,Injury And Poisoning,Fracture Of Skull,Fracture Of Face Bones
803,Injury And Poisoning,Fracture Of Skull,Other And Unqualified Skull Fractures
804,Injury And Poisoning,Fracture Of Skull,Multiple Fractures Involving Skull Or Face With Other Bones
805,Injury And Poisoning,Fracture Of Spine And Trunk,Fracture Of Vertebral Column Without Mention Of Spinal Cord Lesion
806,Injury And Poisoning,Fracture Of Spine And Trunk,Fracture Of Vertebral Column With Spinal Cord Lesion
807,Injury And Poisoning,Fracture Of Spine And Trunk,"Fracture Of Rib(S), Sternum, Larynx, And Trachea"
808,Injury And Poisoning,Fracture Of Spine And Trunk,Fracture Of Pelvis
809,Injury And Poisoning,Fracture Of Spine And Trunk,Ill-Defined Fractures Of Bones Of Trunk
810,Injury And Poisoning,Fracture Of Upper Limb,Fracture Of Clavicle
811,Injury And Poisoning,Fracture Of Upper Limb,Fracture Of Scapula
812,Injury And Poisoning,Fracture Of Upper Limb,Fracture Of Humerus
813,Injury And Poisoning,Fracture Of Upper Limb,Fracture Of Radius And Ulna
814,Injury And Poisoning,Fracture Of Upper Limb,Fracture Of Carpal Bone(S)
815,Injury And Poisoning,Fracture Of Upper Limb,Fracture Of Metacarpal Bone(S)
816,Injury And Poisoning,Fracture Of Upper Limb,Fracture Of One Or More Phalanges Of Hand
817,Injury And Poisoning,Fracture Of Upper Limb,Multiple Fractures Of Hand Bones
818,Injury And Poisoning,Fracture Of Upper Limb,Ill-Defined Fractures Of Upper Limb
819,Injury And Poisoning,Fracture Of Upper Limb,"Multiple Fractures Involving Both Upper Limbs, And Upper Limb With Rib(S) And Sternum"
820,Injury And Poisoning,Fracture Of Lower Limb,Fracture Of Neck Of Femur
821,Injury And Poisoning,Fracture Of Lower Limb,Fracture Of Other And Unspecified Parts Of Femur
822,Injury And Poisoning,Fracture Of Lower Limb,Fracture Of Patella
823,Injury And Poisoning,Fracture Of Lower Limb,Fracture Of Tibia And Fibula
824,Injury And Poisoning,Fracture Of Lower Limb,Fracture Of Ankle
825,Injury And Poisoning,Fracture Of Lower Limb,Fracture Of One Or More Tarsal And Metatarsal Bones
826,Injury And Poisoning,Fracture Of Lower Limb,Fracture Of One Or More Phalanges Of Foot
827,Injury And Poisoning,Fracture Of Lower Limb,"Other, Multiple, And Ill-Defined Fractures Of Lower Limb"
